Code,City,Country,AIRPORT
10669,Billund,Denmark,Billund
10670,Belmar/Farmingdale,NJ,Monmouth Executive
10671,Blonduos,Iceland,Blonduos
10672,Bellavista,Peru,Bellavista 1
10673,Bologna,Italy,Bologna
10674,Bangalore,India,Kempegowda International
10675,Blackwater,Australia,Blackwater
10676,Belleville,IL,Scott AFB/MidAmerica
10677,Blantyre,Malawi,Chileka International
10678,Stockholm,Sweden,Bromma
10679,Bumba,Congo (Kinshasa),Bumba
10680,Brigham City,UT,Brigham City
10681,Belo,Madagascar,Belo Sur Tsiribihina
10682,Broome,Australia,Broome International
10683,Bloomington,IN,Monroe County
10684,Bomai,Papua New Guinea,Bomai
10685,Bloomington/Normal,IL,Central Illinois Regional
10686,Baramita,Guyana,Baramita
10687,Berlin,NH,Berlin Regional
10688,Bitam,Gabon,Bitam
10689,Bhamo,Burma,Banmaw
10690,Brampton Island,Australia,Brampton Island
10691,Bordj Badji Mokhtar,Algeria,Bordj Mokhtar
10692,Big Mountain,AK,Big Mountain AFS
10693,Nashville,TN,Nashville International
10694,Boende,Congo (Kinshasa),Boende
10695,Bandar Abbas,Iran,Bandar Abbas International
10696,Brisbane,Australia,Brisbane International
10697,Baranof,AK,Warm Spring Bay Seaplane Base
10698,Banning,CA,Banning Municipal
10699,Benin City,Nigeria,Benin City
10700,Ballina,Australia,Ballina Byron Gateway
10701,Barnwell,SC,Barnwell Regional
10702,Bronnoysund,Norway,Bronnoy
10703,Burns,OR,Burns Municipal
10704,Barinas,Venezuela,Barinas
10705,Banja Luka,Bosnia and Herzegovina,Banja Luka
10706,Banz,Papua New Guinea,Banz
10707,Boma,Congo (Kinshasa),Boma
10708,Bora Bora,French Polynesia,Bora Bora Motu Mute
10709,Bocas del Toro,Panama,Bocas del Toro International
10710,Bordeaux,France,Bordeaux Merignac
10711,Bogota,Colombia,El Dorado International
10712,Bournemouth,United Kingdom,Bournemouth
10713,Boise,ID,Boise Air Terminal
10714,Burgas,Bulgaria,Burgas
10715,Brookings,OR,Brookings
10716,Mumbai,India,Chhatrapati Shivaji International
10717,Bonaire,Sint Eustatius and Saba,Flamingo International
10718,Bodo,Norway,Bodo
10719,Boku,Papua New Guinea,Boku
10720,Belfort,France,Fontaine
10721,Boston,MA,Logan International
10722,Bartow,FL,Bartow Municipal
10723,Borroloola,Australia,Borroloola
10724,Bobo Dioulasso,Burkina Faso,Bobo Dioulasso
10725,Bislig,Philippines,Bislig
10726,Balikpapan,Indonesia,Sultan Aji Muhammad Sulaiman Sepinggan
10727,Porto Seguro,Brazil,Porto Seguro
10728,Beaumont/Port Arthur,TX,Jack Brooks Regional
10729,Baler,Philippines,Baler
10730,London,United Kingdom,Biggin Hill
10731,Brunswick,GA,Brunswick Golden Isles
10732,Aguadilla,PR,Rafael Hernandez
10733,Blagoveschensk,Russia,Ignatyevo
10734,Bequia,Saint Vincent and the Grenadines,J. F. Mitchell
10735,Bartlett Cove,AK,Bartlett Cove Seaplane Base
10736,Parana,Brazil,Pato Branco
10737,Barreiras,Brazil,Barreiras
10738,San Carlos de Bariloche,Argentina,San Carlos de Bariloche
10739,Brainerd,MN,Brainerd Lakes Regional
10740,Bremen,Germany,Bremen
10741,Whitesburg,KY,Whitesburg Municipal
10742,Bari,Italy,Bari
10743,Bourke,Australia,Bourke
10744,Burlington,IA,Southeast Iowa Regional
10745,Barquisimeto,Venezuela,Barquisimeto International
10746,Berne,Switzerland,Bern/Belp
10747,Brownsville,TX,Brownsville South Padre Island International
10748,Brno,Czech Republic,Turany
10749,Barra,United Kingdom,Barra
10750,Bristol,United Kingdom,Bristol
10751,Bathurst Island,Australia,Bathurst Island
10752,Brussels,Belgium,Brussels National
10753,Bremerhaven,Germany,Bremerhaven
10754,Barrow,AK,Wiley Post/Will Rogers Memorial
10755,Barahona,Dominican Republic,Barahona Habanero
10756,Bardstown,KY,Samuels Field
10757,Bosaso,Somalia,Bosaso
10758,Brasilia,Brazil,Presidente Juscelino Kubitschek International
10759,Baoshan,China,Baoshan
10760,Bata,Equatorial Guinea,Bata
10761,Biskra,Algeria,Mohamed Khider
10762,Mulhouse,France,EuroAirport
10763,Austin,TX,Bergstrom AFB
10764,Basco,Philippines,Basco
10765,Bisbee,AZ,Bisbee Municipal
10766,Basra,Iraq,Basrah International
10767,Balsas,Brazil,Balsas
10768,Basankusu,Congo (Kinshasa),Basankusu
10769,Boswell Bay,AK,Boswell Bay
10770,Bartletts,AK,Bartletts
10771,Bertoua,Cameroon,Bertoua
10772,Batticaloa,Sri Lanka,Batticaloa
10773,Bonthe,Sierra Leone,Bonthe
10774,Batu Besar,Indonesia,Batu Besar
10775,Barter Island,AK,Barter Island
10776,Banda Aceh,Indonesia,Sultan Iskandar Muda
10777,Bratsk,Russia,Bratsk
10778,Battle Creek,MI,W K Kellogg
10779,Butte,MT,Bert Mooney
10780,Butler,PA,Pittsburgh Butler Regional
10781,Baton Rouge,LA,Baton Rouge Metropolitan/Ryan Field
10782,Bratislava,Slovakia,M R Stefanik
10783,Bettles,AK,Bettles
10784,Bintulu,Malaysia,Bintulu
10785,Burlington,VT,Burlington International
10786,Beatty,NV,Beatty
10787,Bursa,Turkey,Bursa
10788,Buka Islands,Papua New Guinea,Buka
10789,Burketown,Australia,Burketown
10790,Budapest,Hungary,Budapest Liszt Ferenc International
10791,Buenos Aires,Argentina,Buenos Aires Metropolitan Area
10792,Buffalo,NY,Buffalo Niagara International
10793,Benguela,Angola,17 de Setembro
10794,Bucharest,Romania,Bucharest Metropolitan Area
10795,Bulolo,Papua New Guinea,Bulolo
10796,Butler,MO,Butler Memorial
10797,Buenaventura,Colombia,Gerardo Tobar Lopez
10798,Burao,Somalia,Burao
10799,Bulawayo,Zimbabwe,J. M. Nkomo International
10800,Burbank,CA,Bob Hope
10801,Batumi,Georgia,Batumi
10802,Buyo,Cote d'Ivoire,Buyo
10803,Bella Union,Uruguay,Bella Union
10804,Bunia,Congo (Kinshasa),Bunia
10805,Bunbury,Australia,Bunbury
10806,Bushehr,Iran,Bushehr
10807,Beauvais,France,Beauvais Tille
10808,Boa Vista,Brazil,Atlas Brasil Cantanhede
10809,Beaver Inlet,AK,Beaver Inlet Seaport
10810,Birdsville,Australia,Birdsville
10811,Bartlesville,OK,Bartlesville Municipal
10812,St. James,MI,Beaver Island
10814,Batesville,AR,Batesville Regional
10815,Beverly,MA,Beverly Regional
10816,Bhairawa,Nepal,Gautam Buddha
10817,Brownwood,TX,Brownwood Regional
10818,Braunschweig,Germany,Braunschweig/Wolfsburg
10819,Bowling Green,KY,Bowling Green-Warren County Regional
10820,Butterworth,Malaysia,Butterworth
10821,Baltimore,MD,Baltimore/Washington International Thurgood Marshall
10822,Bawan,Papua New Guinea,Bawan
10823,Bowman,ND,Bowman Municipal
10824,Bandar Seri Begawan,Brunei,Brunei International
10825,Blaine,WA,Blaine Municipal
10826,Burnie,Australia,Wynyard
10827,Woodbridge,United Kingdom,RAF Bentwaters
10828,Boxborough,MA,Sheraton Inn Heliport
10829,Bade,Indonesia,Bade
10830,Bakel,Senegal,Bakel
10832,Borrego Springs,CA,Borrego Valley
10833,Butuan,Philippines,Bancasi
10834,Boundary,AK,Boundary
10835,Yacuiba,Bolivia,Yacuiba
10836,Rock Hill,SC,Rock Hill/York County/Bryant Field
10837,Buffalo,WY,Johnson County
10838,Blytheville,AR,Arkansas International
10839,Burley/Rupert,ID,Burley Municipal
10840,Bouake,Cote d'Ivoire,Bouake
10841,Boyne Falls,MI,Boyne Mountain
10842,Bantry,Ireland,Bantry
10843,Bayreuth,Germany,Bayreuth
10844,Blakely Island,WA,Blakely Island
10845,Bonanza,Nicaragua,Bonanza
10846,Belize City,Belize,Philip S. W. Goldson International
10847,Bydgoszcz,Poland,Szwederowo
10848,Balikesir,Turkey,Balikesir
10849,Bozeman,MT,Bozeman Yellowstone International
10850,Bolzano,Italy,Bolzano
10851,Beziers,France,Beziers Vias
10852,Washington,DC,Buzzards Point Seaplane Base
10853,Brazoria,TX,Eagle Air Park
10854,Brazzaville,Congo (Brazaville),Maya Maya
10856,Brize Norton,United Kingdom,Brize Norton
10857,Camarillo,CA,Camarillo
10858,Bakersfield,CA,Bakersfield Municipal
10859,Koala Mine,Canada,Koala Mine
10860,Lake Simcoe,Canada,Lake Simcoe
10861,Thetford Mines,Canada,Thetford Mines
10862,Pelee Island,Canada,Pelee Island
10863,Calgary,Canada,Calgary Springbank
10865,Cabinda,Angola,Cabinda
10866,Cascavel,Brazil,Coronel Adalberto Mendes Da Silva
10867,Cadillac,MI,Wexford County
10868,Columbia,SC,Columbia Metropolitan
10869,Carauari,Brazil,Carauari
10870,Cagliari,Italy,Elmas
10871,Ca Mau,Vietnam,Ca Mau
10872,Cairo,Egypt,Cairo International
10873,Canaima,Venezuela,Canaima
10874,Akron,OH,Akron-Canton Regional
10875,Campbeltown,United Kingdom,Campbeltown
10876,Camiri,Bolivia,Choreti
10877,Guangzhou,China,Baiyun International
10878,Cap-Haitien,Haiti,Cap-Haitien International
10879,Caribou,ME,Caribou Municipal
10880,Casablanca,Morocco,Anfa
10881,New Bight,The Bahamas,New Bight
10882,Campos,Brazil,Bartolomeu Lisandro
10883,Carlisle,United Kingdom,Carlisle
10884,Cayenne,French Guiana,Cayenne Felix Eboue
10885,Cobar,Australia,Cobar
10886,Corner Bay,AK,Corner Bay
10887,Cochabamba,Bolivia,Jorge Wilstermann International
10888,Cumberland,MD,Greater Cumberland Regional
10889,Council Bluffs,IA,Council Bluffs Municipal
10890,Cambridge,United Kingdom,Cambridge
10891,Colomb-Bechar,Algeria,Bechar/Leger
10892,Colby,KS,Murray
10893,Ciudad Bolivar,Venezuela,Ciudad Bolivar
10894,Columbus,MS,Columbus AFB
10895,Cotabato,Philippines,Cotabato
10896,Calabar,Nigeria,Margaret Ekpo International
10897,Canberra,Australia,Canberra
10898,Coban,Guatemala,Coban
10899,Canobie,Australia,Canobie
10900,Cayo Coco,Cuba,Jardines del Rey International
10902,Carcassonne,France,Carcassonne Salvaza
10903,Chile Chico,Chile,Chile Chico
10904,Concordia,Brazil,Olavo Cecco Rigon
10905,Calicut,India,Calicut
10906,West Island,Cocos (Keeling) Islands,Cocos Keeling Island
10907,Crisciuma,Brazil,Criciuma
10908,Chakhcharan,Afghanistan,Chakhcharan
10909,Concepcion,Chile,Carriel Sur International
10910,Concord,CA,Buchanan Field
10911,Caracas,Venezuela,Simon Bolivar International
10912,Kolkata,India,Netaji Subhash Chandra Bose International
10914,Caceres,Brazil,Caceres
10915,Charles City,IA,Northeast Iowa Regional
10916,Chub Cay,The Bahamas,Chub Cay
10917,Cold Bay,AK,Cold Bay
10918,Cedar City,UT,Cedar City Regional
10919,Cortina d'Ampezzo,Italy,Cortina d'Ampezzo
10920,Paris,France,Paris Charles de Gaulle
10921,Camden,AR,Harrell Field
10922,Conceicao Do Araguaia,Brazil,Conceicao Do Araguaia
10923,Candle,AK,Candle 2
10924,Camden,SC,Woodward Field
10925,Chadron,NE,Chadron Municipal
10926,Cordova,AK,Merle K Mudhole Smith
10927,Caldwell,NJ,Essex County
10928,Wichita,KS,Cessna Aircraft Field
10929,Lapu-Lapu City,Philippines,Mactan-Cebu International
10930,Crescent City,CA,Jack McNamara Field
10931,Ceduna,Australia,Ceduna
10933,Chicopee Falls,MA,Westover ARB Metropolitan
10934,Chester,United Kingdom,Hawarden
10935,Chiang Rai,Thailand,Chiang Rai
10936,Chelyabinsk,Russia,Balandino
10937,Cape Eleuthera,The Bahamas,Cape Eleuthera
10938,Central,AK,Central
10939,Ciudad Obregon,Mexico,Ciudad Obregon International
10940,Waco Kungo,Angola,Waco Kungo
10941,Concepcion,Bolivia,Concepcion
10942,Cannes,France,Cannes Mandelieu
10943,Cherbourg,France,Cherbourg Maupertus
10944,Cholet,France,Cholet Le Pontreau
10945,Clemson,SC,Oconee County Regional
10946,Connersville,IN,Mettel Field
10947,Crestview,FL,Bob Sikes
10948,Chena Hot Springs,AK,Chena Hot Springs
10949,Murray,KY,Kyle-Oakley Field
10950,Cortez,CO,Cortez Municipal
10951,Coffee Point,AK,Coffee Point
10952,Cabo Frio,Brazil,Cabo Frio
10953,Clermont-Ferrand,France,Clermont Ferrand Auvergne
10954,Cienfuegos,Cuba,Jaime Gonzalez International
10955,Silver City,Canada,Silver City
10956,Caen,France,Caen Carpiquet
10957,Coffs Harbour,Australia,Coffs Harbour
10958,Clifton,AZ,Greenlee County
10959,Corfu,Greece,Ioannis Kapodistrias International
10960,Coffeyville,KS,Coffeyville Municipal
10961,Craig,AK,Craig Seaplane Base
10962,Cuiaba,Brazil,Marechal Rondon International
10963,Cape Gloucester,Papua New Guinea,Cape Gloucester
10964,Cambridge,MD,Cambridge Dorchester Regional
10965,Cleveland,OH,Cuyahoga County
10966,Sao Paulo,Brazil,Congonhas
10967,Cape Girardeau,MO,Cape Girardeau Regional
10968,Jakarta,Indonesia,Soekarno-Hatta International
10969,Camiguin,Philippines,Camiguin
10970,Cologne,Germany,Koeln Bonn
10971,Zhengzhou,China,Xinzheng
10972,Chittagong,Bangladesh,Chittagong
10973,Changchun,China,Dafangshen
10974,Campo Grande,Brazil,Campo Grande International
10975,College Park,MD,College Park
10976,Ciudad Guayana,Venezuela,Ciudad Guayana Metropolitan Area
10977,Chicago,IL,Meigs Field
10978,Cagayan,Philippines,Cagayan de Oro
10979,Casa Grande,AZ,Casa Grande Municipal
10980,Chattanooga,TN,Lovell Field
10981,Christchurch,New Zealand,Christchurch International
10982,Chandler,AZ,Chandler Municipal
10983,Caherciveen,Ireland,Caherciveen Reenroe
10984,Chinhae,South Korea,Jinhae
10985,Chaoyang,China,Chaoyang
10986,Chicago,IL,Chicago Metropolitan Area
10987,Challis,ID,Challis
10988,Chimbote,Peru,Teniente Jaime A. de Montreuil Morales
10990,Charlottesville,VA,Charlottesville Albemarle
10991,Circle Hot Springs,AK,Circle Hot Springs
10992,Chania,Greece,Souda
10993,Chateauroux,France,Chateauroux
10994,Charleston,SC,Charleston AFB/International
10995,Chatham Islands,New Zealand,Chatham Islands
10996,Chuathbaluk,AK,Chuathbaluk
10997,Jiuquan,China,Jiayuguan
10998,Changuinola,Panama,Changuinola 1
10999,Chiloquin,OR,Chiloquin State
11000,Rome,Italy,Ciampino
11001,Avalon,CA,Catalina
11002,Chico,CA,Chico Municipal
11003,Cedar Rapids/Iowa City,IA,The Eastern Iowa
11004,Craig,CO,Craig-Moffat
11005,Changzhi,China,Changzhi
11006,Cobija,Bolivia,Cap Av Civ Anibal Arab Fadul International
11007,Chalkyitsik,AK,Chalkyitsik
11008,Council,AK,Council
11009,Carroll,IA,Arthur N Neu
11010,Chipata,Zambia,Chipata
11011,Cairo,IL,Cairo Regional
11013,Sault Ste. Marie,MI,Chippewa County International
11014,Chomley,AK,Chomley
11015,Canouan,Saint Vincent and the Grenadines,Canouan
11016,Chiclayo,Peru,Capt. Jose A. Quinones Gonzales International
11017,Comiso,Italy,Comiso
11018,Cajamarca,Peru,Gen FAP Armando Revoredo Iglesias
11019,Coimbatore,India,Coimbatore International
11020,Calama,Chile,El Loa
11021,Crafton Island,AK,Crafton Island
11023,Chitral,Pakistan,Chitral
11024,Ciudad Juarez,Mexico,Abraham Gonzalez International
11025,Jeju,South Korea,Jeju International
11026,Clay Center,KS,Clay Center Municipal
11027,Clarksburg/Fairmont,WV,North Central West Virginia
11028,Crooked Creek,AK,Crooked Creek
11029,Clear Lake,CA,Pearce Field
11030,Chongqing,China,Jiangbei
11031,Clarksdale,MS,Fletcher Field
11032,Cancun,Mexico,Cancun International
11033,Carajas,Brazil,Carajas
11034,Cordova,AK,Cordova Municipal
11035,Clarksville,TN,Outlaw Field
11036,Chicken,AK,Chicken
11037,Conakry,Guinea,Conakry
11038,Comilla,Bangladesh,Comilla
11039,Castlebar,Ireland,Castlebar
11040,Clear Lake City,TX,Clear Lake Metroport
11041,Carlsbad,CA,McClellan-Palomar
11042,Cleveland,OH,Cleveland-Hopkins International
11043,Clear,AK,Clear Mews
11044,Coalinga,CA,New Coalinga Municipal
11045,Coolah,Australia,Coolah
11046,Clintonville,WI,Clintonville Municipal
11047,Cluj-Napoca,Romania,Avram Iancu
11048,Clinton,OK,Clinton Regional
11049,College Station/Bryan,TX,Easterwood Field
11050,Port Angeles,WA,William R. Fairchild International
11051,Carolina,Brazil,Carolina
11052,Cali,Colombia,Alfonso Bonilla Aragon International
11053,Clarks Point,AK,Clarks Point
11054,Colima,Mexico,Colima
11055,Calipatria,CA,Cliff Hatfield Memorial
11056,Chehalis,WA,Chehalis Centralia
11057,Charlotte,NC,Charlotte Douglas International
11058,Columbus,IN,Columbus Municipal
11059,Calvi,France,Calvi Sainte Catherine
11060,Cunnamulla,Australia,Cunnamulla
11061,Colombo,Sri Lanka,Bandaranaike International Colombo
11062,Cootamundra,Australia,Cootamundra
11063,Ciudad del Carmen,Mexico,Ciudad del Carmen International
11064,Chambery,France,Chambery Aix Les Bains
11065,Corumba,Brazil,Corumba International
11066,Columbus,OH,John Glenn Columbus International
11067,Champaign/Urbana,IL,University of Illinois/Willard
11068,Chi Mei,Taiwan,Chi Mei
11069,Carmelita,Guatemala,Carmelita
11070,Casablanca,Morocco,Mohammed V International
11071,Colmar,France,Colmar Houssen
11072,Cameta,Brazil,Cameta
11073,Kundiawa,Papua New Guinea,Chimbu
11074,Coromandel,New Zealand,Coromandel
11075,Camaguey,Cuba,Ignacio Agramonte International
11076,Hancock/Houghton,MI,Houghton County Memorial
11077,Cananea,Mexico,Cananea
11078,Coonamble,Australia,Coonamble
11079,Coconut Island,Australia,Coconut Island
11080,Constanta,Romania,Rum Kogalniceanu
11081,Canon City,CO,Fremont County
11082,Belo Horizonte,Brazil,Tancredo Neves International
11083,Concordia,KS,Blosser Municipal
11084,Sindal,Denmark,Sindal
11085,Carlsbad,NM,Cavern City Air Terminal
11086,Chino,CA,Chino
11087,Corrientes,Argentina,Corrientes
11088,Chanaral,Chile,Chanaral
11089,Cairns,Australia,Cairns International
11090,Waco,TX,TSTC Waco
11091,Chiang Mai,Thailand,Chiang Mai International
11092,Moab,UT,Canyonlands Field
11093,Marina,CA,Marina Municipal
11094,Melgar,Colombia,Tolemaida AB
11095,Columbia,CA,Columbia
11096,Concordia,Argentina,Comodoro Pierrestegui
11097,Cody,WY,Yellowstone Regional
11098,Coeur d'Alene,ID,Coeur d'Alene - Pappy Boyington Field
11099,Cocoa Beach,FL,Patrick AFB
11100,Condoto,Colombia,Mandinga
11101,Cooch Behar,India,Cooch Behar
11102,Coonabarabran,Australia,Coonabarabran
11103,Kochi,India,Cochin International
11104,Coll Island,United Kingdom,Coll
11105,Coleman,TX,Coleman Municipal
11106,Concord,NH,Concord Municipal
11107,Cotonou,Benin,Card Bernardin Gadin de Cadjehoun International
11108,Cordoba,Argentina,Ambrosio L. V. Taravella
11109,Colorado Springs,CO,City of Colorado Springs Municipal
11110,Cotulla,TX,Cotulla-La Salle County
11111,Columbia,MO,Columbia Regional
11112,Coolawanyah,Australia,Coolawanyah
11113,Cape Palmas,Liberia,Cape Palmas
11114,Capurgana,Colombia,Capurgana
11115,Chapelco,Argentina,Aviador C. Campos
11116,Coober Pedy,Australia,Coober Pedy
11117,Campeche,Mexico,Ingeniero Alberto Acuna Ongay International
11118,Copenhagen,Denmark,Kastrup
11119,Cape Rodney,Papua New Guinea,Cape Rodney
11120,Copiapo,Chile,Chamonate
11121,Campinas,Brazil,Viracopos International
11122,Casper,WY,Casper/Natrona County International
11123,St. Louis,MO,Bi-State Parks
11124,Cape Town,South Africa,Cape Town International
11125,Campina Grande,Brazil,Presidente Joao Suassuna
11126,Culebra,PR,Benjamin Rivera Noriega
11127,Calais,France,Calais Dunkerque
11128,Carbondale,CO,Glen-Aspen
11130,Cheraw,SC,Cheraw Municipal/Lynch Bellinger Field
11131,Craiova,Romania,Craiova
11132,Collarenebri,Australia,Collarenebri
11133,Cartago,Colombia,Cartago
11134,Comodoro Rivadavia,Argentina,Comodoro Rivadavia
11135,Myrtle Beach,SC,Grand Strand
11136,Jacksonville,FL,Jacksonville Executive at Craig
11137,Crooked Island,The Bahamas,Colonel Hill
11138,Luzon Island,Philippines,Diosdado Macapagal International
11139,Charleroi,Belgium,Brussels South
11140,Corpus Christi,TX,Corpus Christi International
11141,Caravelas,Brazil,Caravelas
11142,Ceres,Argentina,Ceres
11143,Corsicana,TX,C David Campbell Field-Corsicana Municipal
11144,Carriacou,Grenada,Lauriston
11145,Crotone,Italy,Crotone
11146,Charleston/Dunbar,WV,Yeager
11147,Corinth,MS,Roscoe Turner
11148,Cresswell Downs,Australia,Cresswell Downs
11149,Crested Butte,CO,Buckhorn Ranch
11150,Columbus,GA,Columbus
11151,Casino,Australia,Casino
11152,Clinton,OK,Clinton Sherman
11153,Carson City,NV,Carson
11154,Cape Spencer,AK,Cape Spencer C.G. Helipad
11155,Casuarito,Colombia,Casuarito
11156,Cassilandia,Brazil,Cassilandia
11157,Castaway,Fiji,Castaway
11158,Cape Sabine,AK,Cape Sabine
11159,Crossville,TN,Crossville Memorial-Whitson Field
11160,Changsha,China,Huanghua
11161,Catania,Italy,Catania-Fontanarossa
11162,Cut Bank,MT,Cut Bank International
11163,Catamarca,Argentina,Catamarca Aeroclub
11164,Cartagena,Colombia,Rafael Nunez
11165,Coatesville,PA,Chester County G. O. Carlson
11166,Charleville,Australia,Charleville
11167,Chetumal,Mexico,Chetumal International
11168,Cooktown,Australia,Cooktown
11169,Calverton,NY,Calverton Executive Airpark
11170,Sapporo,Japan,New Chitose
11171,Le Castellet,France,Le Castellet
11172,Chengdu,China,Shuangliu
11173,Cottonwood,AZ,Cottonwood
11174,Cortland,NY,Cortland County Chase Field
11175,Cross City,FL,Cross City
11176,Columbia,SC,Jim Hamilton L. B. Owens
11177,Cucuta,Colombia,Camilo Daza
11178,Cuenca,Ecuador,Cuenca
11179,Cuneo,Italy,Levaldigi
11180,Culiacan,Mexico,Culiacan International
11181,Cumana,Venezuela,Cumana
11183,Carupano,Venezuela,General Jose Francisco Bermudez
11184,Coen,Australia,Coen
11185,Willemstad,Curacao,Hato
11186,Cutral-Co,Argentina,Cutral-Co
11187,Chihuahua,Mexico,General Roberto Fierro Villalobos International
11188,Cube Cove,AK,Cube Cove
11189,Cue,Australia,Cue
11190,Cusco,Peru,Teniente Alejandro Velasco Astete International
11191,Pittsburgh,PA,Civic Arena H/P
11192,Courchevel,France,Courchevel
11193,Cincinnati,OH,Cincinnati/Northern Kentucky International
11194,Cuernavaca,Mexico,General Mariano Matamoros
11195,Cape Vogel,Papua New Guinea,Cape Vogel
11196,Ciudad Victoria,Mexico,General Pedro Jose Mendez International
11197,Clovis,NM,Clovis Municipal
11198,Corvallis,OR,Corvallis Municipal
11199,Carnarvon,Australia,Carnarvon
11200,Clovis,NM,Cannon AFB
11201,Coventry,United Kingdom,Coventry
11202,Charlevoix,MI,Charlevoix Municipal
11203,Mosinee,WI,Central Wisconsin
11204,Curitiba,Brazil,Afonso Pena
11207,Clinton,IA,Clinton Municipal
11208,Cardiff,United Kingdom,Cardiff
11209,Center Island,WA,Center Island
11210,Cowra,Australia,Cowra
11211,Caicara,Venezuela,Caicara Venez.
